State,State_abbr,County,FIPS,Population,Sum of LALOWI1_10,Average of MedianFamilyIncome,Sum of TractWhite,FD%,%White,%Minority
Montana,MT,Big Horn,30003,12865,3083.767824,46813.2,4035,0.239702124,0.313641663,0.686358337
Montana,MT,Blaine,30005,6491,1276.068185,38925.5,3130,0.196590384,0.482206132,0.517793868
Montana,MT,Broadwater,30007,5612,409.0896855,48507.5,5401,0.072895525,0.962401996,0.037598004
Montana,MT,Carbon,30009,10078,1037.192321,60412.6,9793,0.102916484,0.971720579,0.028279421
Montana,MT,Carter,30011,1160,436.242295,61429,1135,0.376070944,0.978448276,0.021551724
Montana,MT,Cascade,30013,81327,8362.445705,56487,72584,0.102824962,0.892495727,0.107504273
Montana,MT,Chouteau,30015,5813,2023.147232,54260,4409,0.348038402,0.758472389,0.241527611
Montana,MT,Custer,30017,11699,2332.101529,64678,11174,0.199341955,0.95512437,0.04487563
Montana,MT,Daniels,30019,1751,105.4845194,63603,1676,0.060242444,0.957167333,0.042832667
Montana,MT,Dawson,30021,8966,1246.336553,64626.66667,8582,0.139006977,0.957171537,0.042828463
Montana,MT,Deer Lodge,30023,9298,245.6474133,57170,8660,0.026419382,0.931383093,0.068616907
Montana,MT,Fallon,30025,2890,200.7608006,67375,2814,0.069467405,0.973702422,0.026297578
Montana,MT,Fergus,30027,11586,1605.585906,56331.5,11193,0.13857983,0.966079751,0.033920249
Montana,MT,Flathead,30029,90928,5445.249622,57087.26316,86802,0.05988529,0.954623438,0.045376562
Montana,MT,Gallatin,30031,89513,5370.696396,70158.22727,85084,0.059999066,0.950521153,0.049478847
Montana,MT,Garfield,30033,1206,236.9277714,62917,1189,0.196457522,0.985903814,0.014096186
Montana,MT,Glacier,30035,13399,1866.105975,34056.75,4165,0.139272033,0.310844093,0.689155907
Montana,MT,Golden Valley,30037,884,373.7235781,49844,831,0.422764229,0.940045249,0.059954751
Montana,MT,Granite,30039,3079,161.9749842,57981,3001,0.052606361,0.9746671,0.0253329
Montana,MT,Hill,30041,16096,3432.371877,57102.16667,11896,0.21324378,0.739065606,0.260934394
Montana,MT,Jefferson,30043,11406,290.4428813,76502.33333,10889,0.025464044,0.954672979,0.045327021
Montana,MT,Judith Basin,30045,2072,452.151256,58207,2036,0.218219718,0.982625483,0.017374517
Montana,MT,Lake,30047,28746,637.793996,51204.125,19945,0.022187226,0.693835664,0.306164336
Montana,MT,Lewis and Clark,30049,63395,3498.94949,69960.42857,59605,0.055192831,0.940216105,0.059783895
Montana,MT,Liberty,30051,2339,493.0155182,57734,2296,0.21078047,0.981616075,0.018383925
Montana,MT,Lincoln,30053,19687,1018.618865,46310.8,18881,0.051740685,0.959059278,0.040940722
Montana,MT,Madison,30057,7691,750.0212992,60856.66667,7445,0.097519347,0.968014562,0.031985438
Montana,MT,McCone,30055,1734,190.0993017,65625,1699,0.109630508,0.979815456,0.020184544
Montana,MT,Meagher,30059,1891,877.6887893,44965,1852,0.464140026,0.979375992,0.020624008
Montana,MT,Mineral,30061,4223,912.9397088,49025.5,4007,0.216182739,0.948851527,0.051148473
Montana,MT,Missoula,30063,109299,6102.562874,60862.4,101320,0.055833657,0.926998417,0.073001583
Montana,MT,Musselshell,30065,4538,507.3862807,59705.5,4360,0.111808347,0.960775672,0.039224328
Montana,MT,Park,30067,15636,1974.349663,48062.16667,15090,0.126269485,0.965080583,0.034919417
Montana,MT,Petroleum,30069,494,195.1604944,49107,488,0.39506173,0.987854251,0.012145749
Montana,MT,Phillips,30071,4253,457.7018939,53081,3702,0.107618597,0.870444392,0.129555608
Montana,MT,Pondera,30073,6153,1328.773996,52429,5086,0.215955468,0.826588656,0.173411344
Montana,MT,Powder River,30075,1743,312.5537851,54857,1656,0.179319441,0.950086059,0.049913941
Montana,MT,Powell,30077,7027,479.3402682,51145,6494,0.06821407,0.924149708,0.075850292
Montana,MT,Prairie,30079,1179,440.4848984,46000,1136,0.373608904,0.963528414,0.036471586
Montana,MT,Ravalli,30081,40212,437.4347086,53233.8,38546,0.010878213,0.958569581,0.041430419
Montana,MT,Richland,30083,9746,1137.795204,68667,9259,0.116744839,0.950030782,0.049969218
Montana,MT,Roosevelt,30085,10425,3184.166567,54680.33333,3736,0.305435642,0.358369305,0.641630695
Montana,MT,Rosebud,30087,9233,902.7514058,61462.75,5664,0.09777444,0.613451749,0.386548251
Montana,MT,Sanders,30089,11413,2488.552748,35410.33333,10453,0.218045452,0.915885394,0.084114606
Montana,MT,Sheridan,30091,3384,402.8211458,67468,3229,0.119036982,0.954196217,0.045803783
Montana,MT,Silver Bow,30093,34200,1536.75285,53790.5,32292,0.044934294,0.944210526,0.055789474
Montana,MT,Stillwater,30095,9117,421.9194166,72431.33333,8823,0.046278317,0.96775255,0.03224745
Montana,MT,Sweet Grass,30097,3651,239.4548032,63850,3528,0.065586087,0.9663106,0.0336894
Montana,MT,Teton,30099,6073,769.5628848,58095,5847,0.126718736,0.962786102,0.037213898
Montana,MT,Toole,30101,5324,618.6999764,37493.66667,4896,0.116209612,0.919609316,0.080390684
Montana,MT,Treasure,30103,718,300.0315404,46719,674,0.417871226,0.938718663,0.061281337
Montana,MT,Valley,30105,7369,1118.962311,58319.33333,6409,0.15184724,0.869724522,0.130275478
Montana,MT,Wheatland,30107,2168,990.4334701,40956,2078,0.456842007,0.958487085,0.041512915
Montana,MT,Wibaux,30109,1017,384.0345159,57143,993,0.37761506,0.97640118,0.02359882
Montana,MT,Yellowstone,30111,147972,9589.164548,65378.5625,134228,0.064803913,0.907117563,0.092882437
Nebraska,NE,Adams,31001,31364,3656.454789,62508.77778,28821,0.116581265,0.918919781,0.081080219
Nebraska,NE,Antelope,31003,6685,499.7506881,58592,6517,0.074757021,0.97486911,0.02513089
Nebraska,NE,Arthur,31005,460,202.9411793,49375,439,0.441176477,0.954347826,0.045652174
Nebraska,NE,Banner,31007,690,307.5649414,62188,660,0.445746292,0.956521739,0.043478261
Nebraska,NE,Blaine,31009,478,165.7710438,54821,474,0.346801347,0.991631799,0.008368201
Nebraska,NE,Boone,31011,5505,305.3823454,63335,5422,0.055473632,0.984922797,0.015077203
Nebraska,NE,Box Butte,31013,11308,1872.805264,57454.33333,10149,0.165617728,0.89750619,0.10249381
Nebraska,NE,Boyd,31015,2099,865.2725034,53971,2035,0.412230826,0.96950929,0.03049071
Nebraska,NE,Brown,31017,3145,136.4749347,45417,3088,0.043394256,0.981875994,0.018124006
Nebraska,NE,Buffalo,31019,46102,4128.846918,67457.54545,42746,0.089558954,0.927204893,0.072795107
Nebraska,NE,Burt,31021,6858,17.87990946,60748.33333,6579,0.002607161,0.959317585,0.040682415
Nebraska,NE,Butler,31023,8395,506.0630422,61914,8192,0.060281482,0.97581894,0.02418106
Nebraska,NE,Cass,31025,25241,1453.05884,75608.83333,24457,0.057567404,0.968939424,0.031060576
Nebraska,NE,Cedar,31027,8852,420.4117571,61986,8703,0.04749342,0.983167646,0.016832354
Nebraska,NE,Chase,31029,3966,472.599208,55273,3644,0.119162685,0.918809884,0.081190116
Nebraska,NE,Cherry,31031,5713,804.6257703,58368,5180,0.140841199,0.906704008,0.093295992
Nebraska,NE,Cheyenne,31033,9998,677.6047658,69211.66667,9404,0.067774031,0.940588118,0.059411882
Nebraska,NE,Clay,31035,6542,949.9813127,58207.5,6082,0.145212674,0.929685112,0.070314888
Nebraska,NE,Colfax,31037,10515,858.9150471,65398.33333,7635,0.081684741,0.726105563,0.273894437
Nebraska,NE,Cuming,31039,9139,110.8632229,59785.66667,8518,0.012130783,0.932049458,0.067950542
Nebraska,NE,Custer,31041,10939,1949.127216,52636.5,10663,0.178181481,0.974769175,0.025230825
Nebraska,NE,Dakota,31043,21006,903.9920395,57715,14810,0.043034944,0.705036656,0.294963344
Nebraska,NE,Dawes,31045,9182,947.0189889,59437.5,8208,0.10313864,0.893922893,0.106077107
Nebraska,NE,Dawson,31047,24326,3308.581737,56336.57143,18978,0.136010102,0.780152923,0.219847077
Nebraska,NE,Deuel,31049,1941,189.7030601,58631,1883,0.097734704,0.970118496,0.029881504
Nebraska,NE,Dixon,31051,6000,616.8072758,61202,5548,0.102801213,0.924666667,0.075333333
Nebraska,NE,Dodge,31053,36691,2905.477801,56279.11111,33337,0.079187752,0.908587937,0.091412063
Nebraska,NE,Douglas,31055,517110,15980.12226,69730.64744,395025,0.030902752,0.763909033,0.236090967
Nebraska,NE,Dundy,31057,2008,219.3698846,55833,1914,0.10924795,0.953187251,0.046812749
Nebraska,NE,Fillmore,31059,5890,341.2695835,62561,5703,0.057940507,0.968251273,0.031748727
Nebraska,NE,Franklin,31061,3225,489.8803499,58030,3163,0.151900884,0.980775194,0.019224806
Nebraska,NE,Frontier,31063,2756,870.985134,58672,2711,0.316032342,0.983671988,0.016328012
Nebraska,NE,Furnas,31065,4959,476.8090726,52656,4804,0.096150247,0.968743698,0.031256302
Nebraska,NE,Gage,31067,22311,2265.654242,61909.57143,21610,0.101548754,0.968580521,0.031419479
Nebraska,NE,Garden,31069,2057,684.6241023,58333,1987,0.332826496,0.965969859,0.034030141
Nebraska,NE,Garfield,31071,2049,61.69197311,48693,2033,0.030108332,0.992191313,0.007808687
Nebraska,NE,Gosper,31073,2044,436.2501877,62308,1984,0.213429642,0.970645793,0.029354207
Nebraska,NE,Grant,31075,614,289.3450477,46979,604,0.471246006,0.983713355,0.016286645
Nebraska,NE,Greeley,31077,2538,1017.000682,54107,2478,0.400709489,0.976359338,0.023640662
Nebraska,NE,Hall,31079,58607,7692.155466,60191.92857,48413,0.131249773,0.826061733,0.173938267
Nebraska,NE,Hamilton,31081,9124,504.9332849,68780.66667,8955,0.055341219,0.981477422,0.018522578
Nebraska,NE,Harlan,31083,3423,62.45794246,55275,3367,0.018246551,0.983640082,0.016359918
Nebraska,NE,Hayes,31085,967,315.0139749,57717,939,0.325764193,0.971044467,0.028955533
Nebraska,NE,Hitchcock,31087,2908,1289.952162,54904,2839,0.443587401,0.976272352,0.023727648
Nebraska,NE,Holt,31089,10435,1198.855444,59315.75,10132,0.11488792,0.970963105,0.029036895
Nebraska,NE,Hooker,31091,736,42.41851871,45139,728,0.057633857,0.989130435,0.010869565
Nebraska,NE,Howard,31093,6274,316.0103274,63906.5,6122,0.050368238,0.975773032,0.024226968
Nebraska,NE,Jefferson,31095,7547,492.0887142,50858.66667,7323,0.065203222,0.970319332,0.029680668
Nebraska,NE,Johnson,31097,5217,404.8835836,57289,4546,0.077608507,0.87138202,0.12861798
Nebraska,NE,Kearney,31099,6489,193.6194864,65176,6284,0.029838109,0.968408075,0.031591925
Nebraska,NE,Keith,31101,8368,617.092118,55377,8005,0.073744278,0.956620459,0.043379541
Nebraska,NE,Keya Paha,31103,824,343.028242,46071,817,0.41629641,0.991504854,0.008495146
Nebraska,NE,Kimball,31105,3821,114.5513624,55061,3599,0.02997942,0.941900026,0.058099974
Nebraska,NE,Knox,31107,8701,292.1917353,57148.66667,7753,0.033581397,0.891047006,0.108952994
Nebraska,NE,Lancaster,31109,285407,8712.673213,66846.22973,248615,0.030527188,0.871089357,0.128910643
Nebraska,NE,Lincoln,31111,36288,1044.252875,65724.25,34229,0.02877681,0.94325948,0.05674052
Nebraska,NE,Logan,31113,763,26.72918873,56250,751,0.035031702,0.984272608,0.015727392
Nebraska,NE,Loup,31115,632,187.5139838,55500,625,0.296699341,0.988924051,0.011075949
Nebraska,NE,Madison,31119,34876,2861.875451,61374.44444,30752,0.082058592,0.881752495,0.118247505
Nebraska,NE,McPherson,31117,539,149.3004708,59286,529,0.276995308,0.981447124,0.018552876
Nebraska,NE,Merrick,31121,7845,938.7500912,59050.33333,7550,0.119662217,0.962396431,0.037603569
Nebraska,NE,Morrill,31123,5042,1003.020105,51544,4600,0.198932984,0.912336374,0.087663626
Nebraska,NE,Nance,31125,3735,563.2571098,57266,3659,0.150805116,0.979651941,0.020348059
Nebraska,NE,Nemaha,31127,7248,104.7088907,73281.5,7026,0.014446591,0.969370861,0.030629139
Nebraska,NE,Nuckolls,31129,4500,546.4190477,56908,4383,0.121426455,0.974,0.026
Nebraska,NE,Otoe,31131,15740,705.9638446,65313.8,14932,0.044851578,0.94866582,0.05133418
Nebraska,NE,Pawnee,31133,2773,187.6558294,51324,2708,0.067672495,0.976559683,0.023440317
Nebraska,NE,Perkins,31135,2970,269.6335161,67772,2884,0.090785696,0.971043771,0.028956229
Nebraska,NE,Phelps,31137,9188,449.8823294,66999,8899,0.048964119,0.968545929,0.031454071
Nebraska,NE,Pierce,31139,7266,1250.549532,63754,7147,0.172109762,0.983622351,0.016377649
Nebraska,NE,Platte,31141,32237,1401.116407,67770.28571,29021,0.04346299,0.900238856,0.099761144
Nebraska,NE,Polk,31143,5406,74.02268378,66056,5292,0.01369269,0.97891232,0.02108768
Nebraska,NE,Red Willow,31145,11055,1936.732728,60864.66667,10612,0.175190658,0.959927635,0.040072365
Nebraska,NE,Richardson,31147,8363,1088.213822,54106,7886,0.130122423,0.942963052,0.057036948
Nebraska,NE,Rock,31149,1526,142.3263324,57232,1503,0.093267583,0.984927916,0.015072084
Nebraska,NE,Saline,31151,14200,1304.457109,57144,11783,0.091863177,0.829788732,0.170211268
Nebraska,NE,Sarpy,31153,158840,9832.101566,80995.88372,138879,0.061899405,0.874332662,0.125667338
Nebraska,NE,Saunders,31155,20780,1180.55574,74043.4,20201,0.056812115,0.97213667,0.02786333
Nebraska,NE,Scotts Bluff,31157,36970,1218.779884,56177.36364,32307,0.032966727,0.873870706,0.126129294
Nebraska,NE,Seward,31159,16750,466.9923133,72004.5,16315,0.027880138,0.974029851,0.025970149
Nebraska,NE,Sheridan,31161,5469,705.7457115,46393.5,4629,0.129044745,0.846407021,0.153592979
Nebraska,NE,Sherman,31163,3152,896.6640759,54777,3122,0.284474643,0.990482234,0.009517766
Nebraska,NE,Sioux,31165,1311,326.2574848,54276,1260,0.248861544,0.961098398,0.038901602
Nebraska,NE,Stanton,31167,6129,845.9325415,64175,5814,0.138021299,0.948604993,0.051395007
Nebraska,NE,Thayer,31169,5228,359.4607202,55902.5,5120,0.068756832,0.979342005,0.020657995
Nebraska,NE,Thomas,31171,647,175.0892805,57206,635,0.270617126,0.981452859,0.018547141
Nebraska,NE,Thurston,31173,6940,514.8599311,46760.5,2801,0.07418731,0.403602305,0.596397695
Nebraska,NE,Valley,31175,4260,314.8334299,57441,4152,0.073904561,0.974647887,0.025352113
Nebraska,NE,Washington,31177,20234,261.1078476,85419,19673,0.012904411,0.97227439,0.02772561
Nebraska,NE,Wayne,31179,9595,233.2807492,74098,9091,0.024312741,0.947472642,0.052527358
Nebraska,NE,Webster,31181,3812,552.9804164,52933.5,3659,0.145063068,0.959863589,0.040136411
Nebraska,NE,Wheeler,31183,818,296.1391502,54000,804,0.362028301,0.982885086,0.017114914
Nebraska,NE,York,31185,13665,915.8166174,64771.75,12980,0.067019145,0.949871936,0.050128064
Nevada,NV,Carson City,32510,55274,3147.884313,59128.78571,44807,0.056950543,0.810634295,0.189365705
Nevada,NV,Churchill,32001,24877,2007.012313,52701.71429,20407,0.080677425,0.820315954,0.179684046
Nevada,NV,Clark,32003,1951269,113811.7585,61175.80493,1188112,0.058327047,0.608891957,0.391108043
Nevada,NV,Douglas,32005,46997,6307.326681,69187.70588,42130,0.134207006,0.896440198,0.103559802
Nevada,NV,Elko,32007,48818,2702.107693,75783.85714,38772,0.055350643,0.794215248,0.205784752
Nevada,NV,Esmeralda,32009,783,403.9529668,42045,661,0.515904172,0.844189017,0.155810983
Nevada,NV,Eureka,32011,1987,546.1758541,103906,1775,0.274874612,0.893306492,0.106693508
Nevada,NV,Humboldt,32013,16528,1159.431947,72233,13053,0.070149561,0.789750726,0.210249274
Nevada,NV,Lander,32015,5775,337.8669371,80082,4853,0.058505097,0.84034632,0.15965368
Nevada,NV,Lincoln,32017,5345,1730.347887,53429.5,4871,0.323732065,0.91131899,0.08868101
Nevada,NV,Lyon,32019,51980,6587.24132,54091.5,44164,0.126726459,0.849634475,0.150365525
Nevada,NV,Mineral,32021,4772,1739.302043,56178,3462,0.36448073,0.725481978,0.274518022
Nevada,NV,Nye,32023,43946,16873.28833,47532,37755,0.383955043,0.85912256,0.14087744
Nevada,NV,Pershing,32027,6753,382.5854921,50192,5528,0.056654153,0.818599141,0.181400859
Nevada,NV,Storey,32029,4010,3.323242499,68981,3693,0.000828739,0.920947631,0.079052369
Nevada,NV,Washoe,32031,421407,40372.93157,63855.8125,324070,0.095805081,0.769019024,0.230980976
Nevada,NV,White Pine,32033,10030,1526.390873,69765.66667,8575,0.15218254,0.854935194,0.145064806
New Hampshire,NH,Belknap,33001,60088,2053.950605,68524.06667,58059,0.034182376,0.966232858,0.033767142
New Hampshire,NH,Carroll,33003,47818,242.0277427,63410.09091,46627,0.005061436,0.975093061,0.024906939
New Hampshire,NH,Cheshire,33005,77117,3401.550039,70453.9375,74239,0.044108952,0.962680084,0.037319916
New Hampshire,NH,Coos,33007,33055,1857.10023,55132.09091,32045,0.056182128,0.969444865,0.030555135
New Hampshire,NH,Grafton,33009,89118,3945.181528,74680.89474,83386,0.044269188,0.935680783,0.064319217
New Hampshire,NH,Hillsborough,33011,400721,23327.04257,80667.90698,362153,0.058212678,0.903753484,0.096246516
New Hampshire,NH,Merrimack,33013,146445,5179.40747,81174.16667,139609,0.035367595,0.953320359,0.046679641
New Hampshire,NH,Rockingham,33015,295223,18039.2293,93047.81818,281966,0.06110374,0.955094962,0.044905038
New Hampshire,NH,Strafford,33017,123143,8393.529033,78501.16,115545,0.06816083,0.938299376,0.061700624
New Hampshire,NH,Sullivan,33019,43742,4286.859704,68076.2,42421,0.098003285,0.969800192,0.030199808
New Jersey,NJ,Atlantic,34001,274549,23256.62776,64135.18841,179566,0.084708477,0.654039898,0.345960102
New Jersey,NJ,Bergen,34003,905116,8163.185391,106980.2682,650703,0.009018938,0.718916691,0.281083309
New Jersey,NJ,Burlington,34005,448734,24060.40617,96325.46491,331342,0.053618416,0.738392901,0.261607099
New Jersey,NJ,Camden,34007,513657,23845.53527,78452.87402,335389,0.046423071,0.652943501,0.347056499
New Jersey,NJ,Cape May,34009,97265,7645.280054,77899.875,87369,0.078602581,0.898257338,0.101742662
New Jersey,NJ,Cumberland,34011,156898,16968.91361,50616.4,98430,0.108152517,0.627350253,0.372649747
New Jersey,NJ,Essex,34013,783969,5538.152815,72911.8,333868,0.00706425,0.42586888,0.57413112
New Jersey,NJ,Gloucester,34015,288288,27074.72172,90545.8254,240890,0.093915535,0.835588023,0.164411977
New Jersey,NJ,Hudson,34017,634266,997.8556772,72918.64458,342792,0.001573245,0.540454636,0.459545364
New Jersey,NJ,Hunterdon,34019,128349,2929.209001,123941.2308,117264,0.022822219,0.91363392,0.08636608
New Jersey,NJ,Mercer,34021,366513,14757.12441,94188.23377,225011,0.040263577,0.613923653,0.386076347
New Jersey,NJ,Middlesex,34023,809858,31461.26196,95366.47429,474589,0.038847875,0.586015079,0.413984921
New Jersey,NJ,Monmouth,34025,630380,30517.11111,103081.7153,520716,0.048410659,0.82603509,0.17396491
New Jersey,NJ,Morris,34027,492276,19398.23403,124597.4,406683,0.0394052,0.826128026,0.173871974
New Jersey,NJ,Ocean,34029,576567,50876.74993,77859.53968,524577,0.088240829,0.909828346,0.090171654
New Jersey,NJ,Passaic,34031,501226,8901.057453,70174.46,314001,0.017758571,0.626465906,0.373534094
New Jersey,NJ,Salem,34033,66083,2241.704596,71555.70833,52757,0.033922561,0.798344506,0.201655494
New Jersey,NJ,Somerset,34035,323444,9007.001697,121833.9559,226608,0.027847175,0.700609688,0.299390312
New Jersey,NJ,Sussex,34037,149265,8944.495243,100845.3171,139504,0.059923594,0.934606237,0.065393763
New Jersey,NJ,Union,34039,536499,5592.882822,87780.83333,329052,0.010424778,0.613331991,0.386668009
New Jersey,NJ,Warren,34041,108692,6783.543461,84686.91304,98137,0.062410697,0.902890737,0.097109263
New Mexico,NM,Bernalillo,35001,662564,46572.865,63472.50327,459660,0.070291874,0.693759395,0.306240605
New Mexico,NM,Catron,35003,3725,1693.913842,46101,3344,0.454741971,0.897718121,0.102281879
New Mexico,NM,Chaves,35005,65645,10138.53516,51261.5625,46518,0.154444895,0.708629751,0.291370249
New Mexico,NM,Cibola,35006,27213,7541.976615,39849,11386,0.277146092,0.418402969,0.581597031
New Mexico,NM,Colfax,35007,13750,1985.86469,46007.33333,11522,0.144426523,0.837963636,0.162036364
New Mexico,NM,Curry,35009,48376,7330.713782,51689.33333,33728,0.15153617,0.697205226,0.302794774
New Mexico,NM,De Baca,35011,2022,137.3228604,56818,1766,0.067914372,0.873392681,0.126607319
New Mexico,NM,Dona Ana,35013,209233,40529.17613,44884.36585,154989,0.193703556,0.740748352,0.259251648
New Mexico,NM,Eddy,35015,53829,6732.157867,61778.08333,41667,0.125065631,0.774062308,0.225937692
New Mexico,NM,Grant,35017,29514,2996.135552,51335.5,25058,0.10151574,0.849020804,0.150979196
New Mexico,NM,Guadalupe,35019,4687,602.4119992,38708,3298,0.12852827,0.703648389,0.296351611
New Mexico,NM,Harding,35021,695,283.48163,45795,604,0.407887237,0.869064748,0.130935252
New Mexico,NM,Hidalgo,35023,4894,726.7166549,39123,4177,0.148491348,0.853494074,0.146505926
New Mexico,NM,Lea,35025,64727,4308.404773,63658.38889,48539,0.066562714,0.749903441,0.250096559
New Mexico,NM,Lincoln,35027,20497,3553.720841,49881,17439,0.173377608,0.850807435,0.149192565
New Mexico,NM,Los Alamos,35028,17950,1031.018127,122459.75,15765,0.057438336,0.878272981,0.121727019
New Mexico,NM,Luna,35029,25095,6390.516192,34870.66667,19511,0.254652966,0.777485555,0.222514445
New Mexico,NM,McKinley,35031,71492,28503.07154,37227.76471,10834,0.398688966,0.151541431,0.848458569
New Mexico,NM,Mora,35033,4881,782.4392573,35230,3462,0.160303064,0.709280885,0.290719115
New Mexico,NM,Otero,35035,63797,6752.711849,46936.8125,46352,0.105846856,0.72655454,0.27344546
New Mexico,NM,Quay,35037,9041,1148.200635,40501.33333,7781,0.126999296,0.860634886,0.139365114
New Mexico,NM,Rio Arriba,35039,40246,7754.797219,47513.33333,20778,0.192684918,0.516274909,0.483725091
New Mexico,NM,Roosevelt,35041,19846,2842.807075,43748.6,15252,0.143243327,0.768517585,0.231482415
New Mexico,NM,San Juan,35045,130044,26465.39878,58333.42424,67048,0.20351111,0.515579342,0.484420658
New Mexico,NM,San Miguel,35047,29393,8203.557406,39059.42857,19583,0.279099017,0.666247066,0.333752934
New Mexico,NM,Sandoval,35043,131561,20009.8356,59911.92857,89482,0.152095496,0.680155973,0.319844027
New Mexico,NM,Santa Fe,35049,144170,14945.81043,70188.16,109800,0.103667964,0.761600888,0.238399112
New Mexico,NM,Sierra,35051,11988,1666.418776,42761.25,10265,0.139007239,0.85627294,0.14372706
New Mexico,NM,Socorro,35053,17866,5176.599971,42096.16667,13424,0.289745884,0.75137132,0.24862868
New Mexico,NM,Taos,35055,32937,6340.846356,45297,22639,0.192514387,0.687342502,0.312657498
New Mexico,NM,Torrance,35057,16383,2926.235122,46273,12460,0.17861412,0.760544467,0.239455533
New Mexico,NM,Union,35059,4549,519.6586403,49076,3718,0.114235797,0.817322488,0.182677512
New Mexico,NM,Valencia,35061,76569,22332.06971,53556.44444,56027,0.291659415,0.731719103,0.268280897
New York,NY,Albany,36001,304204,15137.02867,78104.05333,237873,0.049759466,0.781952243,0.218047757
New York,NY,Allegany,36003,48946,51.69962057,49559.46154,47085,0.001056258,0.961978507,0.038021493
New York,NY,Bronx,36005,1385108,224.7083992,44551.82891,386497,0.000162232,0.279037447,0.720962553
New York,NY,Broome,36007,200600,6629.618163,57335.85455,176444,0.033048944,0.879581256,0.120418744
New York,NY,Cattaraugus,36009,80317,2451.806481,51163.19048,74639,0.030526619,0.929305128,0.070694872
New York,NY,Cayuga,36011,80026,1059.823369,61441.05,74042,0.013243488,0.925224302,0.074775698
New York,NY,Chautauqua,36013,134905,8567.086192,54038.77143,124875,0.063504586,0.925651384,0.074348616
New York,NY,Chemung,36015,88830,5697.844166,54851.90909,78771,0.064143242,0.886761229,0.113238771
New York,NY,Chenango,36017,50477,773.3421403,54904.08333,48896,0.015320683,0.968678804,0.031321196
New York,NY,Clinton,36019,82128,8048.54275,59246.10526,75997,0.097999985,0.925348237,0.074651763
New York,NY,Columbia,36021,63096,3191.505596,72242.09524,57136,0.050581742,0.905540763,0.094459237
New York,NY,Cortland,36023,49336,2510.987147,69750,46901,0.050895637,0.95064456,0.04935544
New York,NY,Delaware,36025,47980,1856.153995,54515.28571,45675,0.038685994,0.95195915,0.04804085
New York,NY,Dutchess,36027,297488,18134.02325,85176.32911,238387,0.060957159,0.801333163,0.198666837
New York,NY,Erie,36029,919040,51526.53569,61548.24051,735244,0.056065607,0.800013057,0.199986943
New York,NY,Essex,36031,39370,238.1126709,64273.61538,37100,0.006048074,0.942341885,0.057658115
New York,NY,Franklin,36033,51599,3854.756872,57167,43437,0.074706038,0.84181864,0.15818136
New York,NY,Fulton,36035,55531,3552.701727,55222.6,52948,0.063976909,0.953485441,0.046514559
New York,NY,Genesee,36037,60079,1383.168118,60792.93333,55787,0.023022489,0.928560728,0.071439272
New York,NY,Greene,36039,49221,1061.846579,60330.53333,44440,0.02157304,0.902866663,0.097133337
New York,NY,Hamilton,36041,4836,584.6575944,66194.5,4705,0.120896938,0.972911497,0.027088503
New York,NY,Herkimer,36043,64519,4118.399774,56979.36842,62320,0.063832356,0.965917017,0.034082983
New York,NY,Jefferson,36045,116229,7570.609443,53504.57692,103047,0.065135288,0.886585964,0.113414036
New York,NY,Kings,36047,2504700,131.9317161,61539.15658,1072041,5.26737E-05,0.428011738,0.571988262
New York,NY,Lewis,36049,27087,1501.612259,54368.57143,26465,0.05543664,0.977036955,0.022963045
New York,NY,Livingston,36051,65393,2186.459245,57297.6,61363,0.033435677,0.938372609,0.061627391
New York,NY,Madison,36053,73442,1095.512072,30323.4375,69740,0.014916697,0.949592876,0.050407124
New York,NY,Monroe,36055,744344,45271.96535,60512.72396,566535,0.060821294,0.761119859,0.238880141
New York,NY,Montgomery,36057,50219,3154.269127,53311,45519,0.062810274,0.906409925,0.093590075
New York,NY,Nassau,36059,1339532,6972.487911,118198.5464,977577,0.005205167,0.729789956,0.270210044
New York,NY,New York,36061,1585873,0,115493.5764,911073,0,0.574493039,0.425506961
New York,NY,Niagara,36063,216469,9819.874709,58243.5082,191673,0.045363884,0.88545242,0.11454758
New York,NY,Oneida,36065,234878,11519.04761,50721.13514,204679,0.049042684,0.871426868,0.128573132
New York,NY,Onondaga,36067,467026,19310.7967,66656.94286,378885,0.04134844,0.811271749,0.188728251
New York,NY,Ontario,36069,107931,4028.148932,68633.64,101078,0.03732152,0.936505731,0.063494269
New York,NY,Orange,36071,372813,23703.65061,82218.25316,287802,0.063580537,0.771974153,0.228025847
New York,NY,Orleans,36073,42883,2138.949312,52523.09091,38528,0.049878724,0.898444605,0.101555395
New York,NY,Oswego,36075,122109,3599.58596,58384.93103,117632,0.029478466,0.963336036,0.036663964
New York,NY,Otsego,36077,62259,6738.864803,58459.35294,58935,0.108239207,0.946610129,0.053389871
New York,NY,Putnam,36079,99710,7454.285867,111935.1053,90470,0.074759662,0.907331261,0.092668739
New York,NY,Queens,36081,2230722,758.4919556,66973.65321,886053,0.000340021,0.397204582,0.602795418
New York,NY,Rensselaer,36083,159429,7841.27781,71104.04762,139529,0.04918351,0.875179547,0.124820453
New York,NY,Richmond,36085,468730,858.0619691,85898.57798,341677,0.00183061,0.728942035,0.271057965
New York,NY,Rockland,36087,311687,11498.21141,99150.43077,228295,0.03689025,0.732449541,0.267550459
New York,NY,Saratoga,36091,219607,8570.166799,85163.22,207181,0.039025017,0.943417104,0.056582896
